project,from_tctracer_fqs,to_tctracer_fqs,from_url,to_url
jfreechart,org.jfree.chart.renderer.category.GroupedStackedBarRendererTest.testDrawWithNullInfo(),"org.jfree.chart.JFreeChart.createBufferedImage(int, int, ChartRenderingInfo)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/renderer/category/GroupedStackedBarRendererTest.java#L124,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/JFreeChart.java#L1377
jfreechart,org.jfree.data.xy.CategoryTableXYDatasetTest.testCloning2(),org.jfree.data.xy.CategoryTableXYDataset.clone(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/xy/CategoryTableXYDatasetTest.java#L111,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/xy/CategoryTableXYDataset.java#L417
jfreechart,org.jfree.chart.renderer.category.BoxAndWhiskerRendererTest.testGetLegendItem(),"org.jfree.chart.renderer.category.BoxAndWhiskerRenderer.getLegendItem(int, int)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/renderer/category/BoxAndWhiskerRendererTest.java#L292,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/category/BoxAndWhiskerRenderer.java#L452
jfreechart,org.jfree.chart.block.GridArrangementTest.testNF(),"org.jfree.chart.block.BlockContainer.arrange(Graphics2D, RectangleConstraint)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/block/GridArrangementTest.java#L130,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/block/BlockContainer.java#L177
jfreechart,org.jfree.data.time.TimeSeriesTest.testBug1864222(),"org.jfree.data.time.TimeSeries.createCopy(RegularTimePeriod, RegularTimePeriod)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/time/TimeSeriesTest.java#L925,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/time/TimeSeries.java#L1183
jfreechart,org.jfree.data.time.TimeSeriesTest.testRemoveAgedItems5(),"org.jfree.data.time.TimeSeries.removeAgedItems(long, boolean)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/time/TimeSeriesTest.java#L877,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/time/TimeSeries.java#L996
jfreechart,org.jfree.data.xy.TableXYDatasetTest.test788597(),org.jfree.data.xy.DefaultTableXYDataset.addSeries(XYSeries),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/xy/TableXYDatasetTest.java#L161,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/xy/DefaultTableXYDataset.java#L145
jfreechart,org.jfree.data.xy.TableXYDatasetTest.test788597(),org.jfree.data.xy.DefaultTableXYDataset.getItemCount(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/xy/TableXYDatasetTest.java#L161,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/xy/DefaultTableXYDataset.java#L224
jfreechart,org.jfree.data.xy.TableXYDatasetTest.test788597(),org.jfree.data.xy.DefaultTableXYDataset.removeAllSeries(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/xy/TableXYDatasetTest.java#L161,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/xy/DefaultTableXYDataset.java#L359
jfreechart,org.jfree.chart.plot.MeterPlotTest.testCloning(),org.jfree.chart.plot.MeterPlot.clone(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/plot/MeterPlotTest.java#L200,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/plot/MeterPlot.java#L1311
jfreechart,org.jfree.chart.plot.PiePlotTest.testBug1126_c(),org.jfree.chart.plot.PiePlot.clone(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/plot/PiePlotTest.java#L671,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/plot/PiePlot.java#L3473
jfreechart,org.jfree.chart.plot.PiePlotTest.testBug1126_c(),org.jfree.chart.plot.PiePlot.getSectionOutlineStroke(Comparable),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/plot/PiePlotTest.java#L671,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/plot/PiePlot.java#L1416
jfreechart,org.jfree.chart.plot.PiePlotTest.testBug1126_c(),"org.jfree.chart.plot.PiePlot.setSectionOutlineStroke(Comparable, Stroke)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/plot/PiePlotTest.java#L671,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/plot/PiePlot.java#L1435
jfreechart,org.jfree.chart.XYBarChartTest.testSetSeriesToolTipGenerator(),"org.jfree.chart.renderer.xy.AbstractXYItemRenderer.getToolTipGenerator(int, int)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/XYBarChartTest.java#L135,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java#L405
jfreechart,org.jfree.chart.XYBarChartTest.testSetSeriesToolTipGenerator(),"org.jfree.chart.renderer.xy.AbstractXYItemRenderer.setSeriesToolTipGenerator(int, XYToolTipGenerator)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/XYBarChartTest.java#L135,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java#L440
jfreechart,org.jfree.data.time.MillisecondTest.testGetSerialIndex(),org.jfree.data.time.Millisecond.getSerialIndex(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/time/MillisecondTest.java#L304,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/time/Millisecond.java#L297
jfreechart,org.jfree.data.statistics.DefaultStatisticalCategoryDatasetTest.testGetRangeBounds2(),org.jfree.data.statistics.DefaultStatisticalCategoryDataset.getRangeBounds(boolean),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/statistics/DefaultStatisticalCategoryDatasetTest.java#L221,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java#L689
jfreechart,org.jfree.data.KeyedObjects2DTest.testRemoveColumnByIndex(),org.jfree.data.KeyedObjects2D.removeColumn(int),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/KeyedObjects2DTest.java#L283,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/KeyedObjects2D.java#L385
jfreechart,org.jfree.chart.title.ImageTitleTest.testWidthAndHeight(),org.jfree.chart.block.AbstractBlock.getHeight(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/title/ImageTitleTest.java#L115,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/block/AbstractBlock.java#L174
jfreechart,org.jfree.chart.title.ImageTitleTest.testWidthAndHeight(),org.jfree.chart.block.AbstractBlock.getWidth(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/title/ImageTitleTest.java#L115,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/block/AbstractBlock.java#L150
jfreechart,org.jfree.chart.title.ImageTitleTest.testWidthAndHeight(),org.jfree.chart.title.ImageTitle.ImageTitle(Image),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/title/ImageTitleTest.java#L115,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/title/ImageTitle.java#L99
jfreechart,org.jfree.chart.renderer.xy.XYStepAreaRendererTest.testCloning(),org.jfree.chart.renderer.xy.XYStepAreaRenderer.clone(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/renderer/xy/XYStepAreaRendererTest.java#L125,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java#L618
jfreechart,org.jfree.chart.renderer.xy.XYBubbleRendererTest.testHashcode(),org.jfree.chart.renderer.AbstractRenderer.hashCode(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/renderer/xy/XYBubbleRendererTest.java#L83,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/AbstractRenderer.java#L3151
jfreechart,org.jfree.data.time.WeekTest.testGetStart(),org.jfree.data.time.RegularTimePeriod.getStart(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/time/WeekTest.java#L453,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/time/RegularTimePeriod.java#L195
jfreechart,org.jfree.data.category.CategoryToPieDatasetTest.testGetKey(),org.jfree.data.category.CategoryToPieDataset.getKey(int),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/category/CategoryToPieDatasetTest.java#L120,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/category/CategoryToPieDataset.java#L197
jfreechart,org.jfree.chart.renderer.LookupPaintScaleTest.testCloning(),"org.jfree.chart.renderer.LookupPaintScale.add(double, Paint)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/renderer/LookupPaintScaleTest.java#L88,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/LookupPaintScale.java#L270
jfreechart,org.jfree.chart.renderer.LookupPaintScaleTest.testCloning(),org.jfree.chart.renderer.LookupPaintScale.clone(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/renderer/LookupPaintScaleTest.java#L88,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/LookupPaintScale.java#L375
jfreechart,org.jfree.chart.needle.PlumNeedleTest.testCloning(),org.jfree.chart.needle.PlumNeedle.clone(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/needle/PlumNeedleTest.java#L68,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/needle/PlumNeedle.java#L139
jfreechart,org.jfree.chart.axis.ExtendedCategoryAxisTest.testCloning2(),org.jfree.chart.axis.ExtendedCategoryAxis.clone(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/axis/ExtendedCategoryAxisTest.java#L122,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/axis/ExtendedCategoryAxis.java#L227
jfreechart,org.jfree.chart.plot.MarkerTest.testGetSetLabelTextAnchor(),org.jfree.chart.plot.Marker.getLabelTextAnchor(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/plot/MarkerTest.java#L328,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/plot/Marker.java#L516
jfreechart,org.jfree.chart.plot.MarkerTest.testGetSetLabelTextAnchor(),org.jfree.chart.plot.Marker.setLabelTextAnchor(TextAnchor),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/plot/MarkerTest.java#L328,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/plot/Marker.java#L528
jfreechart,org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue(),"org.jfree.data.category.DefaultIntervalCategoryDataset.getEndValue(Comparable, Comparable)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/category/DefaultIntervalCategoryDatasetTest.java#L65,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java#L468
jfreechart,org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue(),"org.jfree.data.category.DefaultIntervalCategoryDataset.getStartValue(Comparable, Comparable)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/category/DefaultIntervalCategoryDatasetTest.java#L65,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java#L413
jfreechart,org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue(),"org.jfree.data.category.DefaultIntervalCategoryDataset.getValue(Comparable, Comparable)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/category/DefaultIntervalCategoryDatasetTest.java#L65,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java#L371
jfreechart,org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testCloning(),org.jfree.data.category.DefaultIntervalCategoryDataset.clone(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/category/DefaultIntervalCategoryDatasetTest.java#L200,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java#L762
jfreechart,org.jfree.chart.axis.SegmentedTimelineTest.testMs2SegmentedTimeline(),"org.jfree.chart.axis.SegmentedTimeline.SegmentedTimeline(long, int, int)",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/axis/SegmentedTimelineTest.java#L286,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/axis/SegmentedTimeline.java#L314
jfreechart,org.jfree.chart.axis.SegmentedTimelineTest.testMs2SegmentedTimeline(),org.jfree.chart.axis.SegmentedTimeline.getBaseTimeline(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/axis/SegmentedTimelineTest.java#L286,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/axis/SegmentedTimeline.java#L533
jfreechart,org.jfree.chart.axis.SegmentedTimelineTest.testMs2SegmentedTimeline(),org.jfree.chart.axis.SegmentedTimeline.getSegmentSize(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/axis/SegmentedTimelineTest.java#L286,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/axis/SegmentedTimeline.java#L505
jfreechart,org.jfree.chart.axis.SegmentedTimelineTest.testMs2SegmentedTimeline(),org.jfree.chart.axis.SegmentedTimeline.getSegmentsExcluded(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/axis/SegmentedTimelineTest.java#L286,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/axis/SegmentedTimeline.java#L448
jfreechart,org.jfree.chart.axis.SegmentedTimelineTest.testMs2SegmentedTimeline(),org.jfree.chart.axis.SegmentedTimeline.getSegmentsIncluded(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/axis/SegmentedTimelineTest.java#L286,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/axis/SegmentedTimeline.java#L487
jfreechart,org.jfree.chart.axis.SegmentedTimelineTest.testMs2SegmentedTimeline(),org.jfree.chart.axis.SegmentedTimeline.getStartTime(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/axis/SegmentedTimelineTest.java#L286,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/axis/SegmentedTimeline.java#L439
jfreechart,org.jfree.data.xy.VectorDataItemTest.testCloning(),org.jfree.data.ComparableObjectItem.clone(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/xy/VectorDataItemTest.java#L104,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/ComparableObjectItem.java#L151
jfreechart,org.jfree.chart.labels.StandardCategoryToolTipGeneratorTest.testCloning(),org.jfree.chart.labels.AbstractCategoryItemLabelGenerator.clone(),https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/labels/StandardCategoryToolTipGeneratorTest.java#L117,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/labels/AbstractCategoryItemLabelGenerator.java#L313
jfreechart,org.jfree.data.statistics.StatisticsTest.testCorrelation2(),"org.jfree.data.statistics.Statistics.getCorrelation(Number[], Number[])",https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/statistics/StatisticsTest.java#L387,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/statistics/Statistics.java#L399
